,[1] Accuracy,[1] Steps,[1] Time,[2] Accuracy,[2] Steps,[2] Time,[3] Accuracy,[3] Steps,[3] Time
1435,81.25,16.0,50.81815695762634,86.66666666666669,15.0,267.137202501297,85.71428571428571,14.0,800.8870813846588
1436,60.86956521739131,23.0,55.75935649871826,63.63636363636363,22.0,269.294105052948,85.71428571428571,21.0,839.1969964504242
1437,43.103448275862064,58.0,66.14683961868286,40.35087719298245,57.0,292.41374373435974,41.07142857142857,56.0,840.5754473209381
1438,77.7777777777778,36.0,60.04941034317017,74.28571428571429,35.0,281.05589175224304,70.58823529411767,34.0,818.6073172092438
1439,50.0,14.0,65.17896294593811,61.53846153846154,13.0,276.60714316368103,66.66666666666666,12.0,780.0295495986937
1440,86.66666666666669,30.0,55.95296144485474,89.65517241379311,29.0,277.010065317154,89.2857142857143,28.0,757.8414192199707
1441,62.5,32.0,54.34999966621399,90.32258064516128,31.0,283.8469669818878,83.33333333333334,30.0,648.6643559932709
1442,68.18181818181817,22.0,52.369935274124146,71.42857142857143,21.0,273.3027768135071,75.0,20.0,858.7777240276338
1443,45.83333333333333,24.0,55.232977867126465,39.130434782608695,23.0,279.19239330291754,45.45454545454545,22.0,831.8684496879578
1444,72.2222222222222,18.0,53.46455931663513,76.47058823529412,17.0,279.8870251178741,81.25,16.0,847.8902530670166
1445,86.0,300.0,82.62720346450807,84.94983277591973,299.0,368.3768117427826,86.91275167785237,298.0,1023.7563331127167
1446,81.57894736842105,38.0,59.21247339248657,83.7837837837838,37.0,282.50754094123835,75.0,36.0,690.4856929779053
1447,50.0,12.0,53.470513820648186,54.54545454545454,11.0,267.2870750427246,60.0,10.0,826.3777441978455
1448,33.33333333333333,9.0,55.81743741035461,25.0,8.0,267.41415572166443,42.857142857142854,7.0,856.1164293289185
1449,94.11764705882351,17.0,55.87976241111755,93.75,16.0,272.93362879753107,86.66666666666669,15.0,883.0164728164673
1450,93.02325581395347,43.0,55.580857753753655,97.61904761904762,42.0,282.9424505233765,97.56097560975608,41.0,889.9362890720367
1451,97.67441860465117,43.0,55.68540549278259,97.61904761904762,42.0,275.5593376159668,100.0,41.0,837.1926012039185
1452,96.29629629629628,27.0,55.3637113571167,96.15384615384615,26.0,276.81367707252497,96.0,25.0,708.5330104827881
1453,58.33333333333334,12.0,54.72717118263245,63.63636363636363,11.0,271.3404147624969,70.0,10.0,670.7932586669923
1454,36.84210526315789,19.0,54.78317379951477,72.2222222222222,18.0,271.6788151264191,88.23529411764706,17.0,660.2157425880432
1455,88.63636363636364,44.0,55.91970443725586,90.69767441860463,43.0,300.1251120567322,92.85714285714286,42.0,715.2479312419891
1456,38.46153846153847,13.0,53.475908517837524,58.33333333333334,12.0,280.45834517478943,72.72727272727273,11.0,639.5808770656587
1457,54.54545454545454,11.0,52.68222975730896,60.0,10.0,273.96648859977716,44.444444444444436,9.0,632.6491508483888
1458,57.14285714285714,21.0,54.58352899551392,65.0,20.0,278.0800793170929,89.47368421052632,19.0,806.3774101734161
1459,84.0,100.0,65.44182801246643,85.85858585858584,99.0,304.04202318191534,87.75510204081633,98.0,693.9228782653809
1460,81.81818181818183,11.0,54.588806867599494,90.0,10.0,283.2903099060058,77.7777777777778,9.0,716.7750475406648
1461,86.66666666666669,30.0,56.36684823036194,82.75862068965517,29.0,285.1518173217773,82.14285714285714,28.0,725.1865818500519
1462,93.93939393939394,33.0,56.812329053878784,96.875,32.0,289.38065862655634,96.77419354838709,31.0,646.3818993568419
1463,86.1111111111111,36.0,57.65251874923706,91.42857142857143,35.0,285.88112092018133,91.17647058823529,34.0,770.2735130786896
1464,72.97297297297297,37.0,56.21086049079895,72.2222222222222,36.0,286.9895069599152,82.85714285714286,35.0,839.2381687164308
1465,0.0,13.0,54.058297634124756,50.0,12.0,272.53443431854254,63.63636363636363,11.0,828.3888826370239
1467,59.09090909090909,44.0,64.40173625946045,60.465116279069754,43.0,294.80195951461786,66.66666666666666,42.0,873.6330025196075
1468,90.9090909090909,22.0,55.2380485534668,90.4761904761905,21.0,281.4325692653656,90.0,20.0,810.7580826282501
1469,42.857142857142854,35.0,57.66518545150757,38.23529411764706,34.0,283.71390366554266,54.54545454545454,33.0,820.2622356414795
1470,80.0,30.0,59.01928544044495,75.86206896551724,29.0,291.5941915512085,78.57142857142857,28.0,834.9036602973938
1471,45.45454545454545,11.0,55.38242220878601,60.0,10.0,289.1927902698517,66.66666666666666,9.0,821.7619395256042
1472,61.111111111111114,18.0,60.2165093421936,70.58823529411767,17.0,296.0231204032898,68.75,16.0,851.5669357776642
1473,0.0,15.0,59.25876593589783,64.28571428571429,14.0,280.3383994102478,76.92307692307693,13.0,715.0027320384979
1474,37.5,40.0,57.39437794685364,58.97435897435898,39.0,298.47958278656006,63.157894736842096,38.0,703.0307874679565
1475,50.0,10.0,55.851290702819824,66.66666666666666,9.0,300.67900204658514,75.0,8.0,894.3518187999725
1476,46.511627906976734,43.0,59.29647707939148,57.14285714285714,42.0,313.0690927505493,43.90243902439025,41.0,820.708468914032
1477,37.93103448275862,29.0,59.34586238861084,57.14285714285714,28.0,303.2833573818207,70.37037037037038,27.0,857.2746832370758
1478,75.0,48.0,60.06040024757385,80.85106382978722,47.0,301.9846894741058,80.43478260869566,46.0,839.8580203056335
1479,36.36363636363637,11.0,56.16508102416992,30.0,10.0,293.21416282653814,22.222222222222218,9.0,844.6159799098969
1480,63.46153846153846,52.0,63.72391438484192,68.62745098039215,51.0,309.36539578437805,66.0,50.0,849.1728272438049
1481,87.5,48.0,62.608948707580566,89.36170212765957,47.0,301.00712800025934,91.30434782608695,46.0,899.8028573989868
1482,66.66666666666666,15.0,62.62102913856506,78.57142857142857,14.0,289.88283896446234,84.61538461538461,13.0,825.2275159358977
1483,93.75,16.0,66.71467757225037,93.33333333333331,15.0,284.28875327110285,92.85714285714286,14.0,876.518931388855
1484,42.857142857142854,28.0,65.15309596061708,48.148148148148145,27.0,286.4819631576538,61.53846153846154,26.0,924.6060924530028
1485,39.285714285714285,28.0,72.07482528686523,62.96296296296296,27.0,289.62185311317444,73.07692307692307,26.0,877.3059940338135
1486,77.5,40.0,71.204865694046,84.61538461538461,39.0,298.16872859001165,84.21052631578947,38.0,793.9371836185455
1487,77.7777777777778,9.0,63.79539704322815,75.0,8.0,282.65100836753845,100.0,7.0,829.5122671127319
1488,56.00000000000001,25.0,61.08510756492615,87.5,24.0,297.3105056285858,86.95652173913044,23.0,786.5528936386107
1489,73.68421052631578,19.0,61.36755752563477,77.7777777777778,18.0,284.17023015022284,82.35294117647058,17.0,887.229798078537
1490,48.27586206896552,29.0,64.32782816886903,71.42857142857143,28.0,289.32708740234375,66.66666666666666,27.0,894.087203502655
1491,41.66666666666667,24.0,65.51916575431825,52.17391304347826,23.0,299.6583251953125,45.45454545454545,22.0,864.251791715622
1492,60.60606060606061,33.0,64.19912266731261,75.0,32.0,302.77607202529913,58.064516129032256,31.0,843.1873450279236
1493,83.33333333333334,48.0,66.29753804206847,82.97872340425532,47.0,310.6482818126678,82.6086956521739,46.0,903.4201571941376
1495,60.273972602739725,73.0,73.97978734970094,59.72222222222222,72.0,313.6078765392304,61.97183098591549,71.0,922.8399455547333
1496,83.87096774193549,31.0,66.378014087677,83.33333333333334,30.0,298.36830592155457,93.10344827586206,29.0,850.7967312335968
1497,96.77419354838709,31.0,70.49188208580017,96.66666666666669,30.0,301.37855386734014,100.0,29.0,763.2269401550293
1498,16.0,25.0,62.022475242614746,37.5,24.0,290.1868064403534,65.21739130434783,23.0,667.9463286399841
1499,76.47058823529412,17.0,59.91067600250244,62.5,16.0,281.85228896141047,66.66666666666666,15.0,814.7648658752441
1500,66.66666666666666,9.0,60.184767723083496,62.5,8.0,284.4797236919403,85.71428571428571,7.0,871.4427697658539
1501,48.27586206896552,29.0,62.63783645629883,46.42857142857143,28.0,290.08098101615906,48.148148148148145,27.0,879.1677761077881
1502,47.61904761904761,210.0,85.06204557418823,52.15311004784689,209.0,356.69627714157104,54.80769230769232,208.0,914.7589194774628
1503,83.33333333333334,12.0,60.694495677948,90.9090909090909,11.0,295.2435510158539,90.0,10.0,784.343692779541
1504,63.63636363636363,11.0,59.13044786453247,70.0,10.0,281.2044405937195,88.8888888888889,9.0,846.577184677124
1505,75.0,28.0,64.61571907997131,70.37037037037038,27.0,290.6636872291565,84.61538461538461,26.0,735.6293709278108
1506,65.0,20.0,63.29954028129578,63.157894736842096,19.0,283.0704472064972,88.8888888888889,18.0,709.5620813369751
1507,93.33333333333331,15.0,66.7218804359436,92.85714285714286,14.0,290.06974220275885,100.0,13.0,854.9782793521881
1508,36.36363636363637,11.0,68.17922329902649,70.0,10.0,287.33716702461237,66.66666666666666,9.0,854.1924617290497
1509,48.48484848484848,33.0,66.88212585449219,56.25,32.0,296.3508176803589,58.064516129032256,31.0,827.0192303657532
1510,11.111111111111109,27.0,62.14472532272339,76.92307692307693,26.0,298.46884846687317,68.0,25.0,934.5651705265044
1511,37.5,16.0,61.84061646461487,33.33333333333333,15.0,294.292649269104,50.0,14.0,939.2931048870088
1512,50.0,12.0,60.64602589607239,36.36363636363637,11.0,288.396048784256,50.0,10.0,899.821745634079
1513,63.63636363636363,11.0,61.68972706794739,70.0,10.0,286.0748164653778,77.7777777777778,9.0,917.5918514728546
1514,64.7887323943662,213.0,88.35990190505981,67.9245283018868,212.0,365.20848846435547,67.77251184834124,211.0,1001.0366766452788
1515,82.35294117647058,17.0,71.69981622695924,81.25,16.0,306.26408958435064,80.0,15.0,762.7757384777069
1516,97.05882352941177,34.0,76.33153414726256,100.0,33.0,308.12859702110285,96.875,32.0,923.2946195602417
1517,88.8888888888889,18.0,74.41588616371155,94.11764705882351,17.0,305.61015033721924,100.0,16.0,934.3635971546173
1518,74.24242424242425,66.0,70.59373188018799,75.38461538461539,65.0,318.41501021385193,73.4375,64.0,975.4617092609406
1519,94.44444444444444,36.0,65.46719312667847,94.28571428571428,35.0,305.6682028770447,97.05882352941177,34.0,936.9455938339232
1520,90.0,40.0,64.78600740432739,94.87179487179485,39.0,316.2868647575378,92.10526315789473,38.0,970.1867816448213
1522,54.54545454545454,44.0,73.95339131355286,53.48837209302325,43.0,316.93599224090576,54.76190476190477,42.0,677.4354479312898
1523,97.14285714285714,35.0,78.15119695663451,94.11764705882351,34.0,306.8771209716797,93.93939393939394,33.0,899.1354432106018
1524,93.10344827586206,29.0,72.12993025779723,100.0,28.0,309.4477751255036,96.29629629629628,27.0,821.8986718654633
1525,91.66666666666666,12.0,64.36690545082092,81.81818181818183,11.0,295.89237880706787,90.0,10.0,815.194895029068
1526,45.45454545454545,22.0,68.99648451805115,71.42857142857143,21.0,310.73373174667364,85.0,20.0,748.296324968338
1527,54.54545454545454,22.0,66.18986082077025,71.42857142857143,21.0,324.9677965641022,65.0,20.0,712.4390347003937
1528,66.66666666666666,18.0,66.65143203735353,64.70588235294117,17.0,310.8107612133026,75.0,16.0,888.1744449138641
1529,71.42857142857143,14.0,65.00883769989014,76.92307692307693,13.0,310.3247768878937,50.0,12.0,957.6931571960448
1530,61.111111111111114,18.0,64.70125484466553,58.82352941176471,17.0,308.7895336151123,62.5,16.0,966.7454047203064
1531,59.649122807017534,57.0,70.24876403808594,62.5,56.0,314.60093235969543,63.63636363636363,55.0,954.1567704677582
1532,20.0,15.0,73.00764846801758,57.14285714285714,14.0,329.3718543052673,53.846153846153854,13.0,792.9050073623657
1533,70.9090909090909,55.0,74.2676486968994,72.2222222222222,54.0,342.5695478916168,73.58490566037736,53.0,726.1281704902649
1534,67.27272727272727,55.0,79.18559527397157,66.66666666666666,54.0,318.87205910682684,73.58490566037736,53.0,717.3967664241791
1535,77.7777777777778,18.0,70.351909160614,82.35294117647058,17.0,304.5621092319488,81.25,16.0,836.8661541938782
1536,88.8888888888889,18.0,70.40947604179381,94.11764705882351,17.0,292.42209720611567,93.75,16.0,900.2077312469482
1537,75.0,52.0,71.24452877044678,72.54901960784314,51.0,315.21610879898066,80.0,50.0,922.9670524597168
1538,23.529411764705877,17.0,78.45998954772948,25.0,16.0,310.42154955863947,46.66666666666666,15.0,908.1566224098206
1539,94.87179487179485,39.0,71.73814511299132,94.73684210526315,38.0,334.3044731616974,97.2972972972973,37.0,955.5053558349608
1540,41.17647058823529,17.0,66.61351680755615,56.25,16.0,326.8289504051208,40.0,15.0,900.446765422821
1541,35.0,20.0,68.04651308059692,47.368421052631575,19.0,309.65544438362116,72.2222222222222,18.0,930.19868350029
1542,77.72511848341233,211.0,91.25458073616028,77.61904761904762,210.0,385.2368001937866,78.4688995215311,209.0,988.4963929653168
1543,76.59574468085106,47.0,85.54085659980773,76.08695652173914,46.0,312.2549512386322,80.0,45.0,759.2782125473022
1544,76.08695652173914,46.0,86.23633408546448,80.0,45.0,315.12404179573065,77.27272727272727,44.0,713.3280694484711
1545,31.818181818181817,22.0,73.72182154655457,38.095238095238095,21.0,321.3464519977569,75.0,20.0,750.189023733139
1547,79.48717948717949,39.0,74.26948046684267,76.31578947368422,38.0,330.5338506698608,75.67567567567569,37.0,906.3959708213806
1548,92.30769230769229,13.0,69.92796397209167,91.66666666666666,12.0,304.38720941543585,81.81818181818183,11.0,880.6059310436249
1549,81.25,32.0,82.3301351070404,87.09677419354837,31.0,325.6014285087585,90.0,30.0,904.770468711853
1550,92.30769230769229,39.0,76.07841515541077,92.10526315789473,38.0,327.92583417892456,91.8918918918919,37.0,731.9200327396393
1551,94.11764705882351,34.0,76.56165170669557,90.9090909090909,33.0,322.754168510437,93.75,32.0,830.3064730167389
1552,91.48936170212765,47.0,77.5741240978241,91.30434782608695,46.0,321.3889992237091,95.55555555555556,45.0,888.56493973732
1553,89.36170212765957,47.0,72.92345356941223,89.13043478260867,46.0,318.1435294151306,88.8888888888889,45.0,765.0997149944305
1554,62.96296296296296,54.0,72.72234129905699,67.9245283018868,53.0,321.4606633186341,71.15384615384616,52.0,846.3840298652649
1555,70.37037037037038,54.0,73.62197375297545,62.26415094339622,53.0,315.63640904426575,67.30769230769229,52.0,974.1379370689392
1556,30.76923076923077,13.0,68.69155025482178,33.33333333333333,12.0,295.8524291515351,63.63636363636363,11.0,892.3148274421692
1557,91.30434782608695,46.0,72.28319096565247,93.33333333333331,45.0,305.1409640312195,93.18181818181816,44.0,977.8686997890472
1558,83.33333333333334,36.0,76.39617657661437,82.85714285714286,35.0,318.49792337417597,85.29411764705883,34.0,932.0794463157654
1559,88.3720930232558,43.0,72.76868295669557,90.4761904761905,42.0,323.6856775283813,92.6829268292683,41.0,873.7055342197418
1560,85.71428571428571,35.0,72.76772904396056,88.23529411764706,34.0,316.62670159339905,87.87878787878788,33.0,955.8804337978363
1561,90.9090909090909,33.0,75.25505352020264,93.75,32.0,311.63804817199707,96.77419354838709,31.0,905.5851306915283
1562,35.714285714285715,14.0,76.55575227737427,53.846153846153854,13.0,299.42282938957214,58.33333333333334,12.0,765.6397974491119
1563,75.0,20.0,72.11792969703673,78.94736842105263,19.0,307.08854126930237,94.44444444444444,18.0,747.8006148338318
1564,12.5,16.0,70.88293433189392,53.33333333333334,15.0,306.2032549381256,50.0,14.0,811.1097047328949
1565,26.923076923076927,26.0,85.21278595924376,52.0,25.0,307.84967994689936,45.83333333333333,24.0,752.4843602180481
1566,47.540983606557376,61.0,86.2380018234253,60.0,60.0,332.65471649169916,67.79661016949152,59.0,891.8493494987488
1567,58.620689655172406,29.0,88.92679834365845,60.71428571428571,28.0,321.7186074256897,77.7777777777778,27.0,920.8845036029816
1568,92.85714285714286,42.0,74.68573689460754,95.1219512195122,41.0,312.7809777259827,95.0,40.0,945.9457161426544
1569,90.4761904761905,21.0,74.75291562080382,95.0,20.0,302.32891988754267,94.73684210526315,19.0,910.2161078453064
1570,35.483870967741936,31.0,75.44984221458434,46.66666666666666,30.0,320.49825024604803,44.82758620689656,29.0,1000.0865514278412
1571,78.02197802197803,91.0,82.98329329490663,82.2222222222222,90.0,334.5443406105041,83.14606741573034,89.0,1004.4489696025847
1572,89.47368421052632,19.0,72.2830364704132,94.44444444444444,18.0,307.1830296516418,94.11764705882351,17.0,933.3272564411163
1573,70.45454545454545,44.0,78.83973193168642,79.06976744186046,43.0,311.32082867622375,83.33333333333334,42.0,923.8367440700532
1574,92.30769230769229,26.0,77.87910628318788,96.0,25.0,317.36770057678217,95.83333333333334,24.0,907.8075454235077
1575,94.73684210526315,19.0,80.62238550186156,94.44444444444444,18.0,315.2101247310638,88.23529411764706,17.0,889.3779404163361
1576,90.0,20.0,83.33750271797179,89.47368421052632,19.0,322.95613694190985,94.44444444444444,18.0,854.9352416992188
1577,88.23529411764706,34.0,89.6997344493866,78.78787878787878,33.0,312.120142698288,90.625,32.0,756.8005192279816
1578,6.25,16.0,73.19115424156189,66.66666666666666,15.0,304.79381942749023,71.42857142857143,14.0,981.5380291938782
1579,75.0,8.0,74.29375004768372,85.71428571428571,7.0,306.1514885425568,100.0,6.0,898.1379563808441
1580,90.625,32.0,74.66018414497374,90.32258064516128,31.0,313.4976797103882,90.0,30.0,915.5715618133544
1581,78.125,32.0,75.1637954711914,83.87096774193549,31.0,313.8954396247864,86.66666666666669,30.0,959.8650510311128
1582,92.5925925925926,27.0,73.89308142662048,92.30769230769229,26.0,314.9608299732208,100.0,25.0,933.5518932342528
1583,94.73684210526315,38.0,77.91306805610655,94.5945945945946,37.0,319.07541966438293,97.2222222222222,36.0,934.9459886550903
1584,73.52941176470588,34.0,76.52129054069519,84.84848484848484,33.0,317.75268411636347,78.125,32.0,970.0007615089417
1585,92.5925925925926,27.0,77.85374999046327,100.0,26.0,310.3798496723175,96.0,25.0,884.061986207962
1586,78.78787878787878,33.0,78.72167444229127,78.125,32.0,320.05657601356506,74.19354838709677,31.0,748.4073317050934
1587,69.56521739130434,23.0,78.47429060935973,59.09090909090909,22.0,311.32172894477844,85.71428571428571,21.0,845.3064551353455
1588,56.25,16.0,85.44891119003294,66.66666666666666,15.0,305.2874550819397,71.42857142857143,14.0,968.8402621746063
1589,91.30434782608695,23.0,83.88297820091249,95.45454545454544,22.0,313.4174356460572,90.4761904761905,21.0,989.4861962795258
1590,66.66666666666666,36.0,91.16556215286256,51.42857142857142,35.0,320.69034361839294,82.35294117647058,34.0,995.4630963802338
1591,50.0,14.0,85.41846585273744,76.92307692307693,13.0,317.0922584533692,66.66666666666666,12.0,945.0561480522156
1592,65.21739130434783,23.0,95.5421199798584,63.63636363636363,22.0,309.71321749687195,71.42857142857143,21.0,893.1132736206055
1593,68.18181818181817,22.0,85.02189302444458,66.66666666666666,21.0,309.1595168113708,75.0,20.0,899.5200500488281
1594,83.33333333333334,12.0,90.52046990394592,90.9090909090909,11.0,309.78950119018555,90.0,10.0,903.5082032680513
1595,96.875,32.0,86.72697758674622,93.54838709677419,31.0,306.21018576622015,93.33333333333331,30.0,847.2819972038269
1596,61.53846153846154,13.0,81.4844024181366,50.0,12.0,310.5101447105408,54.54545454545454,11.0,822.0293323993683
1597,53.846153846153854,13.0,92.69265460968019,41.66666666666667,12.0,311.00459408760065,81.81818181818183,11.0,852.1690995693207
1598,40.90909090909091,22.0,81.84657716751099,80.95238095238095,21.0,335.5580115318298,70.0,20.0,809.6409516334534
1599,83.33333333333334,42.0,88.74559116363525,85.36585365853658,41.0,354.80785274505615,85.0,40.0,751.5661182403564
1600,57.14285714285714,21.0,82.91125607490541,75.0,20.0,333.8944373130798,63.157894736842096,19.0,874.6880450248718
1601,96.96969696969695,33.0,95.74982142448424,96.875,32.0,331.65798687934875,96.77419354838709,31.0,846.6979684829712
1602,68.96551724137932,29.0,93.76105856895448,78.57142857142857,28.0,340.17957568168634,88.8888888888889,27.0,722.4556002616882
1603,83.7837837837838,37.0,91.10825991630554,88.8888888888889,36.0,327.0710971355438,91.42857142857143,35.0,974.6475868225098
1604,93.75,32.0,88.15001392364502,93.54838709677419,31.0,324.34346246719366,93.33333333333331,30.0,928.5818531513214
1605,55.00000000000001,40.0,81.23254346847534,61.53846153846154,39.0,324.98579883575434,60.526315789473685,38.0,1007.4430162906648
1606,91.66666666666666,24.0,76.82021737098694,95.65217391304348,23.0,330.2129909992218,95.45454545454544,22.0,991.7936475276947
1607,92.85714285714286,56.0,86.39152550697327,94.54545454545456,55.0,343.28081870079035,92.5925925925926,54.0,1018.5945346355438
1608,96.36363636363636,55.0,99.84272122383119,98.14814814814815,54.0,344.5661344528198,98.1132075471698,53.0,964.1423988342284
1609,90.9090909090909,55.0,90.22059535980223,92.5925925925926,54.0,340.44860172271734,92.45283018867924,53.0,934.1980621814728
1610,90.69767441860463,43.0,82.78219795227052,90.4761904761905,42.0,325.9281256198883,95.1219512195122,41.0,949.8631584644318
1611,90.625,32.0,84.54823970794678,90.32258064516128,31.0,319.21183681488037,90.0,30.0,957.9272792339324
1612,68.75,16.0,76.75529861450195,66.66666666666666,15.0,315.94775080680853,92.85714285714286,14.0,918.4231102466583
1613,61.53846153846154,39.0,86.91000843048096,81.57894736842105,38.0,329.25353121757513,83.7837837837838,37.0,901.153950214386
1614,10.526315789473683,19.0,78.62783741950989,5.5555555555555545,18.0,321.04181313514715,23.529411764705877,17.0,928.2574732303619
1615,94.11764705882351,34.0,79.82972359657288,96.96969696969695,33.0,360.5825250148773,96.875,32.0,966.5662016868592
1616,88.57142857142857,35.0,82.38043045997621,88.23529411764706,34.0,345.6856951713562,87.87878787878788,33.0,901.3438370227814
1617,13.333333333333336,15.0,79.20677161216736,14.285714285714285,14.0,333.5648939609528,84.61538461538461,13.0,751.412483215332
1618,77.7777777777778,9.0,80.83411622047423,75.0,8.0,330.22487735748285,71.42857142857143,7.0,840.1631400585175
1619,45.45454545454545,11.0,80.0327010154724,30.0,10.0,328.6762478351593,44.444444444444436,9.0,988.6729483604432
1620,93.54838709677419,31.0,89.57669353485106,96.66666666666669,30.0,321.46369552612305,100.0,29.0,986.407010793686
1621,88.23529411764706,17.0,93.85448956489564,81.25,16.0,314.1831703186035,80.0,15.0,927.2271163463593
1622,55.555555555555564,9.0,96.05509757995605,50.0,8.0,312.4934604167938,42.857142857142854,7.0,784.7719435691832
1623,87.87878787878788,33.0,92.80927276611328,84.375,32.0,328.7765858173371,83.87096774193549,31.0,889.3650915622711
1624,66.66666666666666,21.0,94.33515787124634,85.0,20.0,325.67889070510864,78.94736842105263,19.0,921.7179477214813
1625,7.6923076923076925,13.0,82.0078830718994,25.0,12.0,324.21744966506964,9.090909090909092,11.0,936.5771613121033
1626,86.66666666666669,30.0,82.87789511680603,86.20689655172413,29.0,320.9774696826935,96.42857142857143,28.0,887.2332420349121
1627,75.0,16.0,82.86798763275145,80.0,15.0,319.6160542964936,57.14285714285714,14.0,776.2259016036987
1628,0.0,16.0,83.28867220878602,0.0,15.0,336.52367877960205,21.428571428571427,14.0,836.4617865085602
1629,94.11764705882351,34.0,85.7379801273346,96.96969696969695,33.0,322.144180059433,96.875,32.0,979.5171117782593
1630,88.8888888888889,36.0,85.54681658744813,88.57142857142857,35.0,344.4115188121796,91.17647058823529,34.0,944.9327297210692
1631,93.33333333333331,30.0,83.32867646217345,93.10344827586206,29.0,328.7873706817627,96.42857142857143,28.0,986.1144678592682
1632,78.69565217391305,230.0,115.16528868675232,80.78602620087338,229.0,446.6856410503388,79.82456140350878,228.0,1084.9569334983826
1633,39.130434782608695,23.0,89.9376060962677,45.45454545454545,22.0,365.7672483921051,42.857142857142854,21.0,811.7703237533569
1634,70.52631578947368,190.0,121.74542164802551,74.60317460317461,189.0,417.8544294834137,77.12765957446808,188.0,1065.791784286499
1636,91.17647058823529,34.0,86.08607459068298,90.9090909090909,33.0,344.94169998168945,90.625,32.0,947.7415728569032
1637,66.66666666666666,24.0,85.70267844200134,60.86956521739131,23.0,332.89038372039795,59.09090909090909,22.0,965.5754470825196
1638,64.70588235294117,17.0,85.37440824508667,18.75,16.0,329.9882223606109,60.0,15.0,984.267103433609
1639,96.96969696969695,33.0,90.80776238441469,96.875,32.0,326.8383502960205,100.0,31.0,931.2840881347656
1640,85.18518518518519,27.0,85.28928256034852,84.61538461538461,26.0,343.70092511177063,92.0,25.0,1012.262913942337
1641,53.846153846153854,26.0,86.12367534637451,64.0,25.0,325.3358078002929,66.66666666666666,24.0,911.8354732990264
1642,78.57142857142857,28.0,89.08221530914307,66.66666666666666,27.0,337.17688560485834,92.30769230769229,26.0,767.7476456165314
1643,64.70588235294117,17.0,86.68955397605896,68.75,16.0,337.74807977676386,80.0,15.0,955.9884331226348
1644,62.22222222222222,45.0,89.21844601631166,65.9090909090909,44.0,342.24590706825256,62.7906976744186,43.0,1053.1727020740511
1645,0.0,12.0,85.42581176757812,9.090909090909092,11.0,331.57639765739435,0.0,10.0,923.225613117218
1646,42.857142857142854,28.0,86.7683584690094,70.37037037037038,27.0,331.0649700164795,65.38461538461539,26.0,993.2074108123779
1647,97.56097560975608,41.0,90.14993858337402,97.5,40.0,331.9758186340332,100.0,39.0,999.6709935665132
1648,61.904761904761905,42.0,100.11021733283995,78.04878048780488,41.0,342.79224681854254,77.5,40.0,797.6305365562439
1649,81.61764705882352,272.0,127.51166772842407,82.65682656826569,271.0,452.0202736854553,83.33333333333334,270.0,992.5793061256408
1650,69.87179487179486,156.0,102.22452688217165,73.54838709677419,155.0,382.5704462528229,73.37662337662337,154.0,948.148003578186
1651,46.66666666666666,15.0,85.49537777900694,57.14285714285714,14.0,337.415931224823,69.23076923076923,13.0,844.267669916153
1652,76.31578947368422,38.0,100.63118529319763,67.56756756756756,37.0,327.7109801769257,80.55555555555556,36.0,1044.5066130161283
1653,97.36842105263158,38.0,95.25195622444151,97.2972972972973,37.0,342.0428211688996,97.2222222222222,36.0,969.4782507419586
1654,42.42424242424242,33.0,103.90278339385986,65.625,32.0,338.19138836860657,90.32258064516128,31.0,997.7699062824248
1655,97.2972972972973,37.0,95.63410496711731,97.2222222222222,36.0,329.1383986473084,97.14285714285714,35.0,1021.5397477149963
1656,50.0,20.0,90.73232769966124,63.157894736842096,19.0,326.1587839126587,66.66666666666666,18.0,1022.964757680893
1657,36.84210526315789,19.0,86.87200713157654,50.0,18.0,325.46907663345337,64.70588235294117,17.0,1048.1361463069916
1658,93.10344827586206,29.0,87.75011229515076,92.85714285714286,28.0,352.05994749069214,96.29629629629628,27.0,890.2258908748628
1659,78.94736842105263,38.0,90.94862842559814,81.08108108108108,37.0,350.1504216194153,86.1111111111111,36.0,907.1899952888488
1661,62.7906976744186,43.0,101.85172843933105,64.28571428571429,42.0,362.449250459671,65.85365853658537,41.0,942.8427813053132
1662,60.0,25.0,101.34094619750977,83.33333333333334,24.0,385.03158688545227,86.95652173913044,23.0,1003.0100653171539
1663,41.17647058823529,17.0,93.52058982849121,75.0,16.0,366.9704713821411,73.33333333333333,15.0,1040.5189216136932
1664,93.18181818181816,44.0,93.24449181556702,93.02325581395347,43.0,371.5683088302612,92.85714285714286,42.0,1063.808738231659
1665,33.33333333333333,12.0,87.1113383769989,36.36363636363637,11.0,337.5379431247711,40.0,10.0,1029.6033926010132
1666,70.27027027027027,37.0,89.76119923591614,69.44444444444444,36.0,334.11647248268133,71.42857142857143,35.0,920.6747801303864
1667,88.8888888888889,45.0,95.9283344745636,88.63636363636364,44.0,347.3656690120697,95.34883720930232,43.0,913.2706744670868
1668,81.48148148148148,27.0,89.87732434272766,88.46153846153845,26.0,339.49536776542664,96.0,25.0,762.3938655853271
1669,66.66666666666666,27.0,93.68028426170349,84.61538461538461,26.0,377.55012249946594,88.0,25.0,897.2994203567505
1670,9.090909090909092,11.0,92.25232195854187,40.0,10.0,387.6225018501282,77.7777777777778,9.0,1021.2023453712463
1671,35.714285714285715,28.0,93.20522022247314,33.33333333333333,27.0,379.66362500190735,26.923076923076927,26.0,1031.650910615921
